沉默的羔羊,乔纳森·戴米 Jonathan Demme,1991,8.9,923460
功夫,周星驰 Stephen Chow,2004,8.8,1186780
布达佩斯大饭店,韦斯·安德森 Wes Anderson,2014,8.9,979440
禁闭岛,Martin Scorsese,2010,8.9,1014514
蝴蝶效应,埃里克·布雷斯 Eric Bress / J·麦基·格鲁伯 J. Mackye Gruber,2004,8.9,971370
哈利·波特与阿兹卡班的囚徒,Alfonso Cuarón,2004,9.0,768344
致命魔术,克里斯托弗·诺兰 Christopher Nolan,2006,8.9,889345
心灵捕手,格斯·范·桑特 Gus Van Sant,1997,8.9,742636
超脱,托尼·凯耶 Tony Kaye,2011,9.0,634504
低俗小说,昆汀·塔伦蒂诺 Quentin Tarantino,1994,8.9,864771
摩登时代,查理·卓别林 Charles Chaplin,1936,9.3,313605
海豚湾,路易·西霍尤斯 Louie Psihoyos,2009,9.3,364301
春光乍泄,王家卫 Kar Wai Wong,1997,9.0,653892
喜剧之王,周星驰 Stephen Chow / 李力持 Lik-Chi Lee,1999,8.8,1002009
美国往事,赛尔乔·莱翁内 Sergio Leone,1984,9.2,426168
致命ID,詹姆斯·曼高德 James Mangold,2003,8.9,857798
杀人回忆,奉俊昊 Joon-ho Bong,2003,8.9,746979
哈利·波特与密室,Chris Columbus,2002,8.9,795471
红辣椒,今敏 Satoshi Kon,2006,9.1,490462
七宗罪,大卫·芬奇 David Fincher,1995,8.8,970293
加勒比海盗,戈尔·维宾斯基 Gore Verbinski,2003,8.8,889186
一一,杨德昌 Edward Yang,2000,9.1,417312
狩猎,托马斯·温特伯格 Thomas Vinterberg,2012,9.1,410149
唐伯虎点秋香,李力持 Lik-Chi Lee,1993,8.7,1118584
7号房的礼物,李焕庆 Hwan-kyeong Lee,2013,8.9,575245
被嫌弃的松子的一生,中岛哲也 Tetsuya Nakashima,2006,8.9,723042
蝙蝠侠：黑暗骑士崛起,克里斯托弗·诺兰 Christopher Nolan,2012,8.9,747976
爱在黎明破晓前,理查德·林克莱特 Richard Linklater,1995,8.8,712665
请以你的名字呼唤我,卢卡·瓜达尼诺 Luca Guadagnino,2017,8.8,748287
甜蜜蜜,陈可辛 Peter Chan,1996,8.9,586303
断背山,李安 Ang Lee,2005,8.8,726114
剪刀手爱德华,蒂姆·波顿 Tim Burton,1990,8.7,1060587
入殓师,泷田洋二郎 Yôjirô Takita,2008,8.9,689678
第六感,M·奈特·沙马兰 M. Night Shyamalan,1999,8.9,576320
重庆森林,王家卫 Kar Wai Wong,1994,8.8,841581
超能陆战队,唐·霍尔 Don Hall / 克里斯·威廉姆斯 Chris Williams,2014,8.7,1051668
勇敢的心,梅尔·吉布森 Mel Gibson,1995,8.9,570748
爱在日落黄昏时,理查德·林克莱特 Richard Linklater,2004,8.9,585376
幽灵公主,宫崎骏 Hayao Miyazaki,1997,8.9,541184
菊次郎的夏天,北野武 Takeshi Kitano,1999,8.9,615682
寄生虫,奉俊昊 Joon-ho Bong,2019,8.8,1418319
借东西的小人阿莉埃蒂,米林宏昌 Hiromasa Yonebayashi,2010,8.9,573288
消失的爱人,大卫·芬奇 David Fincher,2014,8.7,989791
无人知晓,是枝裕和 Hirokazu Koreeda,2004,9.1,334184
阳光灿烂的日子,姜文 Wen Jiang,1994,8.8,633321
完美的世界,克林特·伊斯特伍德 Clint Eastwood,1993,9.1,326823
天使爱美丽,让-皮埃尔·热内 Jean-Pierre Jeunet,2001,8.7,972050
倩女幽魂,程小东 Siu-Tung Ching,1987,8.8,760078
时空恋旅人,理查德·柯蒂斯 Richard Curtis,2013,8.8,705216
小森林 夏秋篇,森淳一 Junichi Mori,2014,9.0,437719
未麻的部屋,今敏 Satoshi Kon,1997,9.1,357734
哈利·波特与火焰杯,迈克·内威尔 Mike Newell,2005,8.8,694548
侧耳倾听,近藤喜文 Yoshifumi Kondo,1995,8.9,478647
驯龙高手,迪恩·德布洛斯 Dean DeBlois / 克里斯·桑德斯 Chris Sanders,2010,8.8,782264
幸福终点站,史蒂文·斯皮尔伯格 Steven Spielberg,2004,8.8,591455
一个叫欧维的男人决定去死,汉内斯·赫尔姆 Hannes Holm,2015,8.9,505655
怪兽电力公司,彼特·道格特 Pete Docter / 大卫·斯沃曼 David Silverman,2001,8.8,700648
教父3,弗朗西斯·福特·科波拉 Francis Ford Coppola,1990,9.0,389438
小森林 冬春篇,森淳一 Junichi Mori,2015,9.0,390352
玩具总动员3,李·昂克里奇 Lee Unkrich,2010,8.9,538858
傲慢与偏见,乔·怀特 Joe Wright,2005,8.7,832576
新世界,朴勋政 Hoon-jung Park,2013,8.9,461975
茶馆,谢添 Tian Xie,1982(中国大陆),9.6,162050
萤火之森,大森贵弘 Takahiro Omori,2011,8.9,559047
釜山行,延尚昊 Sang-ho Yeon,2016,8.6,1240255
被解救的姜戈,昆汀·塔伦蒂诺 Quentin Tarantino,2012,8.8,630221
神偷奶爸,皮艾尔·柯芬 Pierre Coffin / 克里斯·雷纳德 Chris Renaud,2010,8.7,973778
色，戒,李安 Ang Lee,2007,8.7,851544
告白,中岛哲也 Tetsuya Nakashima,2010,8.8,689559
哪吒闹海,王树忱 Shuchen Wang / 严定宪 Dingxian Yan,1979,9.2,269812
玛丽和马克思,亚当·艾略特 Adam Elliot,2009,9.0,430100
九品芝麻官,王晶 Jing Wong,1994,8.7,711190
大鱼,蒂姆·波顿 Tim Burton,2003,8.8,584719
喜宴,李安 Ang Lee,1993,9.0,380195
模仿游戏,莫滕·泰杜姆 Morten Tyldum,2014,8.8,668757
头号玩家,史蒂文·斯皮尔伯格 Steven Spielberg,2018,8.6,1407668
花样年华,王家卫 Kar Wai Wong,2000,8.8,636786
头脑特工队,彼特·道格特 Pete Docter / 罗纳尔多·德尔·卡门 Ronaldo Del Carmen,2015,8.8,643320
射雕英雄传之东成西就,刘镇伟 Jeffrey Lau,1993,8.7,660277
我是山姆,杰茜·尼尔森 Jessie Nelson,2001,9.0,348854
七武士,黑泽明 Akira Kurosawa,1954,9.3,206125
阳光姐妹淘,姜炯哲 Hyeong-Cheol Kang,2011,8.8,602568
血战钢锯岭,梅尔·吉布森 Mel Gibson,2016,8.7,803119
惊魂记,阿尔弗雷德·希区柯克 Alfred Hitchcock,1960,9.0,310963
恐怖直播,金秉祐 Byeong-woo Kim,2013,8.7,673750
黑客帝国3：矩阵革命,拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski,2003,8.8,460477
你的名字。,新海诚 Makoto Shinkai,2016,8.5,1452538
三块广告牌,马丁·麦克唐纳 Martin McDonagh,2017,8.7,847772
电锯惊魂,詹姆斯·温 James Wan,2004,8.7,555784
心迷宫,忻钰坤 Yukun Xin,2014,8.7,546835
达拉斯买家俱乐部,让-马克·瓦雷 Jean-Marc Vallée,2013,8.8,466390
疯狂原始人,科克·德·米科 Kirk De Micco / 克里斯·桑德斯 Chris Sanders,2013,8.7,862338
谍影重重3,保罗·格林格拉斯 Paul Greengrass,2007,8.8,432102
英雄本色,吴宇森 John Woo,1986,8.6,559071
上帝之城,费尔南多·梅里尔斯 Fernando Meirelles / 卡迪亚·兰德 Kátia Lund,2002,9.0,308922
小丑,托德·菲利普斯 Todd Phillips,2019,8.7,1040065
风之谷,宫崎骏 Hayao Miyazaki,1984,8.9,364295
爱在午夜降临前,理查德·林克莱特 Richard Linklater,2013,8.9,420943
绿里奇迹,弗兰克·德拉邦特 Frank Darabont,1999,8.9,346566
海街日记,是枝裕和 Hirokazu Koreeda,2015,8.8,466550
纵横四海,吴宇森 John Woo,1991,8.8,439643
卢旺达饭店,特瑞·乔治 Terry George,2004,8.9,340394
背靠背，脸对脸,黄建新 Jianxin Huang / 杨亚洲 Yazhou Yang,1994,9.5,144665
心灵奇旅,彼特·道格特 Pete Docter / 凯普·鲍尔斯 Kemp Powers,2020,8.7,1023832
记忆碎片,克里斯托弗·诺兰 Christopher Nolan,2000,8.7,622179
疯狂的石头,宁浩 Hao Ning,2006,8.6,852731
雨中曲,斯坦利·多南 Stanley Donen / 吉恩·凯利 Gene Kelly,1952,9.1,236747
2001太空漫游,斯坦利·库布里克 Stanley Kubrick,1968,8.9,346845
无间道2,刘伟强 / 麦兆辉,2003,8.7,500177
岁月神偷,罗启锐 Alex Law,2010,8.7,585053
忠犬八公物语,神山征二郎 Seijirô Kôyama,1987,9.2,202123
小偷家族,是枝裕和 Hirokazu Koreeda,2018,8.7,835813
无敌破坏王,瑞奇·莫尔 Rich Moore,2012,8.7,561492
荒蛮故事,达米安·斯兹弗隆 Damián Szifron,2014,8.8,457296
冰川时代,卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge,2002,8.6,636252
爆裂鼓手,达米恩·查泽雷 Damien Chazelle,2014,8.7,610054
恐怖游轮,克里斯托弗·史密斯 Christopher Smith,2009,8.5,898451
牯岭街少年杀人事件,杨德昌 Edward Yang,1991,8.9,316462
东京教父,今敏 Satoshi Kon,2003,9.0,246365
贫民窟的百万富翁,丹尼·鲍尔 Danny Boyle / 洛芙琳·坦丹 Loveleen Tandan,2008,8.6,763040
魔女宅急便,宫崎骏 Hayao Miyazaki,1989,8.7,475485
东邪西毒,王家卫 Kar Wai Wong,1994,8.6,592502
大佛普拉斯,黄信尧 Hsin-yao Huang,2017,8.7,482837
遗愿清单,罗伯·莱纳 Rob Reiner,2007,8.7,482152
你看起来好像很好吃,藤森雅也 Masaya Fujimori,2010,8.9,344052
可可西里,陆川 Chuan Lu,2004,8.9,313708
城市之光,Charles Chaplin,1931,9.3,153654
黑天鹅,达伦·阿罗诺夫斯基 Darren Aronofsky,2010,8.6,798981
源代码,邓肯·琼斯 Duncan Jones,2011,8.5,858551
真爱至上,理查德·柯蒂斯 Richard Curtis,2003,8.5,757100
海边的曼彻斯特,肯尼斯·罗纳根 Kenneth Lonergan,2016,8.6,571913
末路狂花,雷德利·斯科特 Ridley Scott,1991,8.9,277197
波西米亚狂想曲,布莱恩·辛格 Bryan Singer,2018,8.6,627966
雨人,巴瑞·莱文森 Barry Levinson,1988,8.7,414538
青蛇,徐克 Hark Tsui,1993,8.6,544345
初恋这件小事,普特鹏·普罗萨卡·那·萨克那卡林 Puttipong Promsaka Na Sakolnakorn / 华森·波克彭...<br>
                            2010,2001,8.7,461075
恋恋笔记本,尼克·卡索维茨 Nick Cassavetes,2004,8.5,692833
爱乐之城,达米恩·查泽雷 Damien Chazelle,2016,8.4,977686
虎口脱险,杰拉尔·乌里 Gérard Oury,1966,8.9,267504
终结者2：审判日,詹姆斯·卡梅隆 James Cameron,1991,8.8,352402
疯狂的麦克斯4：狂暴之路,乔治·米勒 George Miller,2015,8.7,548515
芙蓉镇,谢晋 Jin Xie,1987,9.3,152088
罗生门,黑泽明 Akira Kurosawa,1950,8.8,326047
新龙门客栈,李惠民 Raymond Lee,1992,8.7,460275
无耻混蛋,昆汀·塔伦蒂诺 Quentin Tarantino,2009,8.7,497346
崖上的波妞,宫崎骏 Hayao Miyazaki,2008,8.6,517780
千钧一发,安德鲁·尼科尔 Andrew Niccol,1997,8.8,312999
花束般的恋爱,土井裕泰 Nobuhiro Doi,2021,8.6,673419
彗星来的那一夜,詹姆斯·沃德·布柯特 James Ward Byrkit,2013,8.6,607358
萤火虫之墓,高畑勋 Isao Takahata,1988,8.7,413251
哈利·波特与死亡圣器(上),大卫·叶茨 David Yates,2010,8.5,605244
奇迹男孩,斯蒂芬·卓博斯基 Stephen Chbosky,2017,8.6,564940
黑客帝国2：重装上阵,拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski,2003,8.7,419071
二十二,郭柯 Ke Guo,2015,8.7,298299
火星救援,雷德利·斯科特 Ridley Scott,2015,8.5,758996
血钻,爱德华·兹威克 Edward Zwick,2006,8.7,391997
战争之王,安德鲁·尼科尔 Andrew Niccol,2005,8.7,380996
白日梦想家,本·斯蒂勒 Ben Stiller,2013,8.6,525219
高山下的花环,谢晋 Jin Xie,1984(中国大陆) / 1985,9.5,102231
步履不停,是枝裕和 Hirokazu Koreeda,2008,8.8,290007
房间,伦尼·阿伯拉罕森 Lenny Abrahamson,2015,8.8,376710
魂断蓝桥,茂文·勒鲁瓦 Mervyn LeRoy,1940,8.8,287457
千年女优,今敏 Satoshi Kon,2001,8.8,281649
谍影重重2,保罗·格林格拉斯 Paul Greengrass,2004,8.7,364921
哈利·波特与凤凰社,大卫·叶茨 David Yates,2007,8.5,600408
蜘蛛侠：平行宇宙,鲍勃·佩尔西凯蒂 Bob Persichetti / 彼得·拉姆齐 Peter Ramsey,2018,8.6,693412
大红灯笼高高挂,张艺谋 Yimou Zhang,1991,8.8,297037
弱点,约翰·李·汉考克 John Lee Hancock,2009,8.7,323264
谍影重重,道格·里曼 Doug Liman,2002,8.6,443090
阿飞正传,王家卫 Kar Wai Wong,1990,8.5,527905
朗读者,史蒂芬·戴德利 Stephen Daldry,2008,8.6,463304
再次出发之纽约遇见你,约翰·卡尼 John Carney,2013,8.6,439437
燃情岁月,爱德华·兹威克 Edward Zwick,1994,8.7,295451
